;ctime;ftime;time;chat_id;participants;spies;participants_num;spies_num;winner;location;location_set_name
0;2019-04-15 22:20:23.205274;2019-04-15 22:20:29.682847;0 days 00:00:06.477573000;271853135;mstepan0v;mstepan0v;1;1;/draw;Театр;/def
